ATT1(float,1);ATT2(float,1);ATT3(string,10);
0.0655;0.27;aaaaa;
0.536;0.287;aa;
0.807;0.455;aaaaa;
0.836;0.37;aaaaa;
0.313;0.102;aaaaaa;
0.759;0.368;aaa;
0.526;0.544;aa;
0.785;0.261;aaaaaa;
0.404;0.662;a;
0.0389;0.893;aaaaaa;
0.832;0.335;aaaaaaaaaa;
0.483;0.973;a;
0.555;0.161;aa;
0.457;0.166;aaaaaaaa;
0.67;0.879;aaaaaaa;
0.105;0.214;aa;
0.438;0.161;aaa;
0.0588;0.139;aaaaaaaaa;
0.928;0.48;aaaaaaaaaa;
0.927;0.117;aaaa;
0.143;0.428;a;
0.718;0.139;aaaaaaaaa;
0.42;0.864;aaaaaaaaa;
0.462;0.571;aaa;
0.889;0.0134;aaaaaaaa;
0.148;0.416;a;
0.665;0.734;aaaaaaaaa;
0.695;0.925;aaa;
0.883;0.128;aaaaaaaa;
0.0333;0.402;aaaa;
0.119;0.689;a;
0.773;0.735;aaaaaaaaaa;
0.801;0.0692;aaaaaaa;
0.0686;0.202;aaaa;
0.356;0.271;a;
0.0218;0.82;aaaaaaaaaa;
0.376;0.278;aaaaaaaaa;
0.914;0.0632;aaa;
0.328;0.534;a;
0.0902;0.484;aaaaa;
0.375;0.801;aaa;
0.972;0.26;aaaaaaaaaa;
0.299;0.806;aaaaaaaa;
0.589;0.876;aaa;
0.272;0.608;aaaaa;
0.991;0.0401;aaaaaa;
0.446;0.273;a;
0.833;0.237;aaaa;
0.456;0.179;aaaa;
0.0481;0.402;aa;
0.255;0.998;a;
0.872;0.165;aaaaaaaaaa;
0.402;0.669;aaaaaaaa;
0.518;0.601;aaaa;
0.0294;0.65;aaaaaaaa;
0.648;0.0351;aaaaa;
0.248;0.999;aaa;
0.402;0.276;a;
0.115;0.158;aa;
0.304;0.119;aaaaa;
0.622;0.542;aaaa;
0.663;0.539;aaaaaaaa;
0.577;0.816;aaaa;
0.489;0.748;aaaaaaaa;
0.913;0.242;aaaaaaaaa;
0.792;0.174;aaa;
0.129;0.556;aa;
0.373;0.21;aaaaaaaaaa;
0.288;0.107;aa;
0.655;0.0473;aaa;
0.731;0.787;aaaaaaa;
0.593;0.332;aaaaaaa;
0.322;0.335;aaaaaaaaaa;
0.611;0.567;aaaa;
0.982;0.36;aaaaaa;
0.788;0.76;aaaaaaaa;
0.597;0.622;aaaaaa;
0.966;0.886;aaaaaaa;
0.522;0.773;aaaaaaa;
0.842;0.964;aaaaaaa;
0.636;0.477;aa;
0.086;0.223;aaaaa;
0.199;0.413;aa;
0.324;0.391;aaaaaaaaaa;
0.175;0.163;aaaa;
0.485;1;aaaaaaaaa;
0.119;0.771;aaaaaaaaaa;
0.584;0.186;aaaaaaaaaa;
0.457;0.706;aaaaaaa;
0.671;0.663;aaaaaaa;
0.158;0.505;aaaaaaaa;
0.0698;0.0431;aaaaa;
0.435;0.329;aaaaa;
0.348;0.885;aaaaa;
0.416;0.533;aaaaaaaa;
0.101;0.274;aaaaaaa;
0.257;0.718;aaaaaaa;
0.237;0.153;aaaaaaaaaa;
0.727;0.594;aa;
0.0932;0.176;aaaaaaaaaa;
0.468;0.174;aaaaaaaa;
0.344;0.506;aaaaaa;
0.169;0.0921;aaaaa;
0.922;0.744;aaaa;
0.739;0.329;aaaaa;
0.4;0.229;a;
0.457;0.349;aa;
0.00129;0.312;aaaa;
0.919;0.579;aaa;
0.189;0.248;aaaaaaaaaa;
0.348;0.702;aaaaaaaaaa;
0.929;0.879;aaaaaa;
0.772;0.244;aaaaa;
0.731;0.904;aaaaa;
