ATT1(float,1);ATT2(float,1);ATT3(string,10);
0.119;0.338;aaa;
0.489;0.556;a;
0.259;0.357;aaaaa;
0.611;0.662;aaaa;
0.43;0.649;aaa;
0.61;0.739;aaaaaaaaaa;
0.266;0.139;aaaaaaaaa;
0.243;0.367;aaaaaaaaaa;
0.203;0.339;aaaaa;
0.822;0.814;aaaaaaaa;
0.315;0.769;aaaaa;
0.199;0.905;aaaa;
0.213;0.417;aaaaaaaaaa;
0.305;0.0932;aaaaaa;
0.889;0.309;a;
0.784;0.543;aa;
0.927;0.117;aaaa;
0.456;0.767;aaaaaaaa;
0.426;0.0869;a;
0.793;0.515;aaaaaaaaa;
